# 보충 시드 — 《後漢書》 (docs/ADDING_A_CORPUS.md §6).
# 漢代 제도(OFI)·다수 郡國(LOC)은 後漢에 연속 → 漢書 base 재사용 + 後漢 델타.
# CBDB는 東漢 커버리지가 빈약(三國志 작업서 확인) → 큐레이션 시드 + 字-추출이 주력.
# require_corpus_occurrence 필터가 코퍼스 실등장분만 채택. 컬럼: surface<TAB>type<TAB>메모
#
# ── ERA: 後漢 年號 (docs §6) ──
建武	ERA	後漢
中元	ERA	後漢
永平	ERA	後漢
建初	ERA	後漢
元和	ERA	後漢
章和	ERA	後漢
永元	ERA	後漢
元興	ERA	後漢
延平	ERA	後漢
永初	ERA	後漢
元初	ERA	後漢
永寧	ERA	後漢
建光	ERA	後漢
延光	ERA	後漢
永建	ERA	後漢
陽嘉	ERA	後漢
永和	ERA	後漢
漢安	ERA	後漢
建康	ERA	後漢
永嘉	ERA	後漢
本初	ERA	後漢
建和	ERA	後漢
和平	ERA	後漢
元嘉	ERA	後漢
永興	ERA	後漢
永壽	ERA	後漢
延熹	ERA	後漢
永康	ERA	後漢
建寧	ERA	後漢
熹平	ERA	後漢
光和	ERA	後漢
中平	ERA	後漢
初平	ERA	後漢
興平	ERA	後漢
建安	ERA	後漢
更始	ERA	後漢
建世	ERA	後漢
#
# ── OFI: 漢代 제도 base (漢書 재사용) ──
丞相	OFI	漢代제도
相國	OFI	漢代제도
太尉	OFI	漢代제도
御史大夫	OFI	漢代제도
大司馬	OFI	漢代제도
大司徒	OFI	漢代제도
大司空	OFI	漢代제도
太傅	OFI	漢代제도
太師	OFI	漢代제도
太保	OFI	漢代제도
太常	OFI	漢代제도
奉常	OFI	漢代제도
光祿勳	OFI	漢代제도
郎中令	OFI	漢代제도
衛尉	OFI	漢代제도
太僕	OFI	漢代제도
廷尉	OFI	漢代제도
大鴻臚	OFI	漢代제도
典客	OFI	漢代제도
大行令	OFI	漢代제도
宗正	OFI	漢代제도
大司農	OFI	漢代제도
治粟內史	OFI	漢代제도
少府	OFI	漢代제도
執金吾	OFI	漢代제도
中尉	OFI	漢代제도
詹事	OFI	漢代제도
將作大匠	OFI	漢代제도
水衡都尉	OFI	漢代제도
典屬國	OFI	漢代제도
大長秋	OFI	漢代제도
內史	OFI	漢代제도
京兆尹	OFI	漢代제도
左馮翊	OFI	漢代제도
右扶風	OFI	漢代제도
司隸校尉	OFI	漢代제도
城門校尉	OFI	漢代제도
中壘校尉	OFI	漢代제도
屯騎校尉	OFI	漢代제도
步兵校尉	OFI	漢代제도
越騎校尉	OFI	漢代제도
長水校尉	OFI	漢代제도
胡騎校尉	OFI	漢代제도
射聲校尉	OFI	漢代제도
虎賁校尉	OFI	漢代제도
護軍都尉	OFI	漢代제도
西域都護	OFI	漢代제도
都護	OFI	漢代제도
戊己校尉	OFI	漢代제도
大將軍	OFI	漢代제도
驃騎將軍	OFI	漢代제도
票騎將軍	OFI	漢代제도
車騎將軍	OFI	漢代제도
衛將軍	OFI	漢代제도
前將軍	OFI	漢代제도
後將軍	OFI	漢代제도
左將軍	OFI	漢代제도
右將軍	OFI	漢代제도
貳師將軍	OFI	漢代제도
樓船將軍	OFI	漢代제도
伏波將軍	OFI	漢代제도
彊弩將軍	OFI	漢代제도
度遼將軍	OFI	漢代제도
破羌將軍	OFI	漢代제도
中郎將	OFI	漢代제도
郎中	OFI	漢代제도
中郎	OFI	漢代제도
侍郎	OFI	漢代제도
議郎	OFI	漢代제도
諫大夫	OFI	漢代제도
諫議大夫	OFI	漢代제도
太中大夫	OFI	漢代제도
中大夫	OFI	漢代제도
光祿大夫	OFI	漢代제도
給事中	OFI	漢代제도
侍中	OFI	漢代제도
常侍	OFI	漢代제도
中常侍	OFI	漢代제도
散騎	OFI	漢代제도
尚書	OFI	漢代제도
尚書令	OFI	漢代제도
僕射	OFI	漢代제도
御史中丞	OFI	漢代제도
司直	OFI	漢代제도
刺史	OFI	漢代제도
州牧	OFI	漢代제도
太守	OFI	漢代제도
郡守	OFI	漢代제도
都尉	OFI	漢代제도
縣令	OFI	漢代제도
縣長	OFI	漢代제도
丞	OFI	漢代제도
三老	OFI	漢代제도
嗇夫	OFI	漢代제도
游徼	OFI	漢代제도
亭長	OFI	漢代제도
